===============================================================================
G-WAN ApacheBench / Weighttp / HTTPerf wrapper       http://gwan.ch/source/ab.c
-------------------------------------------------------------------------------
Now: Mon Sep 19 23:33:48 2016
CPU: 1 x 6-Core CPU(s) Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz
RAM: 1.32/31.32 (Free/Total, in GB)
OS : Linux x86_64 v#136-Ubuntu SMP Fri Jun 10 19:19:24 UTC 2016 3.13.0-89-generic
     Ubuntu 14.04.4 LTS \n \l
abc: max open sockets: 1000000


weighttp -n 100000 -c [0-1000 step:10 rounds:3] -t 6 -k "http://127.0.0.1:80/index.html"

=> HTTP/1.1 200 OK
   Server: nginx/1.4.7
   Date: Mon, 19 Sep 2016 15:33:48 GMT
   Content-Type: text/html
   Content-Length: 612
   Last-Modified: Mon, 19 Sep 2016 09:00:05 GMT
   Connection: close
   ETag: "57dfa915-264"
   Accept-Ranges: bytes

 Number        Requests per second
   of     ----------------------------
Clients      min       ave       max         Time
--------  --------  --------  --------  --------------
      1,    78451,    81818,    83928,   23:33:51
     10,    79755,    85086,    89777,   23:33:55
     20,    95942,    96656,    97016,   23:33:58
     30,    86588,    89080,    94001,   23:34:01
     40,    88773,    91821,    96287,   23:34:05
     50,    81851,    93499,   100222,   23:34:08
     60,    87460,    96047,   101350,   23:34:11
     70,    87539,    91345,    98539,   23:34:14
     80,    83713,    85144,    87674,   23:34:18
     90,    89483,    92167,    96780,   23:34:21
    100,    76459,    84266,    89701,   23:34:25
    110,    96999,    97642,    98149,   23:34:28
    120,    74485,    85885,    94891,   23:34:31
    130,    85670,    90010,    97146,   23:34:35
    140,    87926,    91605,    98564,   23:34:38
    150,    86257,    90676,    98001,   23:34:41
    160,    89820,    92282,    96520,   23:34:44
    170,    85349,    95029,   100002,   23:34:48
    180,    87025,    91863,    99065,   23:34:51
    190,    75938,    85905,    92028,   23:34:54
    200,    89734,    94627,    97318,   23:34:58
    210,    87825,    93531,    97248,   23:35:01
    220,    77172,    87518,    98135,   23:35:04
    230,    88339,    97485,   107012,   23:35:07
    240,    87890,    96061,   101091,   23:35:11
    250,    86164,    94768,   100071,   23:35:14
    260,    86558,    90089,    95345,   23:35:17
    270,    85222,    89648,    94341,   23:35:20
    280,    88253,    94077,    97067,   23:35:24
    290,    74048,    90097,   107148,   23:35:27
    300,    87998,    89436,    90177,   23:35:30
    310,    88219,    92063,    98137,   23:35:34
    320,    77363,    93866,   108867,   23:35:37
    330,    77454,    89293,    95283,   23:35:40
    340,    88822,    95559,   106934,   23:35:44
    350,    75744,    90298,   106174,   23:35:47
    360,    86604,    94294,    99558,   23:35:50
    370,    95929,    99510,   101993,   23:35:53
    380,    81059,    86919,    91229,   23:35:57
    390,    86193,    92445,   100570,   23:36:00
    400,    88604,    93737,   101650,   23:36:03
    410,    77325,    87443,   107217,   23:36:07
    420,    88019,    90986,    95714,   23:36:10
    430,    90075,    92936,    98481,   23:36:13
    440,    80777,    85892,    89104,   23:36:17
    450,    76228,    85182,    91210,   23:36:20
    460,    90131,    95732,   105986,   23:36:23
    470,    81038,    93937,   102381,   23:36:27
    480,    91531,    97244,   103411,   23:36:30
    490,    86040,    95313,    99971,   23:36:33
    500,    88671,    92946,    98967,   23:36:36
    510,    99308,    99884,   100589,   23:36:39
    520,    71207,    94798,   111510,   23:36:42
    530,    70425,    89303,   122489,   23:36:46
    540,    67922,    95864,   130539,   23:36:49
    550,    67414,   110876,   132822,   23:36:52
    560,    66958,    88135,   126221,   23:36:56
    570,    69151,    85783,   117771,   23:37:00
    580,    67574,   108197,   131153,   23:37:03
    590,    66991,    77796,    91098,   23:37:07
    600,    72166,    98768,   141946,   23:37:10
    610,    66882,   115989,   145872,   23:37:13
    620,    67065,    91428,   140135,   23:37:17
    630,    65468,    69871,    76441,   23:37:21
    640,    65271,    76808,    82718,   23:37:25
    650,    66270,    73005,    77192,   23:37:29
    660,    62112,    76888,    85546,   23:37:33
    670,    62427,    82654,    99136,   23:37:37
    680,    60840,    74098,    82112,   23:37:41
    690,    69976,    78751,    83940,   23:37:45
    700,    56957,    61877,    65097,   23:37:50
    710,    65388,    71008,    79343,   23:37:54
    720,    60395,    66542,    77336,   23:37:59
    730,    64901,    71095,    82048,   23:38:03
    740,    33137,    60505,    81284,   23:38:09
    750,    59550,    68856,    81975,   23:38:13
    760,    62973,    73638,    90552,   23:38:17
    770,    33119,    56217,    72240,   23:38:23
    780,    58935,    61239,    63201,   23:38:28
    790,    33090,    51265,    62661,   23:38:35
    800,    56601,    67341,    75684,   23:38:39
    810,    32379,    32830,    33074,   23:38:48
    820,    31048,    70338,    93694,   23:38:54
    830,    33042,    51845,    61512,   23:39:00
    840,    32551,    41543,    58996,   23:39:08
    850,    33043,    63503,    83927,   23:39:13
    860,    54646,    64532,    82091,   23:39:18
    870,    33070,    41894,    59501,   23:39:26
    880,    32759,    32948,    33092,   23:39:35
    890,    33037,    50882,    59917,   23:39:41
    900,    33006,    49388,    82103,   23:39:49
    910,    31022,    32181,    33107,   23:39:58
    920,    32997,    48725,    57818,   23:40:05
    930,    14207,    50191,    81824,   23:40:15
    940,    33034,    40911,    56662,   23:40:23
    950,    14231,    26808,    33109,   23:40:36
    960,    33085,    50686,    60219,   23:40:42
    970,    31034,    42006,    61954,   23:40:50
    980,    33001,    33019,    33037,   23:40:59
    990,    32525,    32835,    32993,   23:41:08
   1000,    14240,    42960,    81661,   23:41:19
-------------------------------------------------------------------------------
min:6848942   avg:7969262   max:9088373 Time:451 second(s) [00:07:31]
-------------------------------------------------------------------------------
 
