===============================================================================
G-WAN ApacheBench / Weighttp / HTTPerf wrapper       http://gwan.ch/source/ab.c
-------------------------------------------------------------------------------
Now: Mon Sep 19 22:55:30 2016
CPU: 1 x 6-Core CPU(s) Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz
RAM: 2.07/31.32 (Free/Total, in GB)
OS : Linux x86_64 v#136-Ubuntu SMP Fri Jun 10 19:19:24 UTC 2016 3.13.0-89-generic
     Ubuntu 14.04.4 LTS \n \l
abc: max open sockets: 1000000

> Server 'nginx' process topology:
---------------------------------------------
  8] pid:128638 Process RAM: 7.62 MB
  7] pid:128637 Process RAM: 7.63 MB
  6] pid:128636 Process RAM: 7.64 MB
  5] pid:128635 Process RAM: 7.64 MB
  4] pid:128634 Process RAM: 7.45 MB
  3] pid:128633 Process RAM: 7.64 MB
  2] pid:128632 Process RAM: 7.63 MB
  1] pid:128631 Process RAM: 7.62 MB
  0] pid:128630 Process RAM: 4.28 MB
---------------------------------------------
Total 'nginx' server footprint: 65.14 MB
/home/hzh/dynamorio/lib64/release/libdynamorio.so
<Application UNKNOWN (128651) DynamoRIO usage error : DYNAMORIO_EXE_PATH env var is not set.  Are you re-launching within gdb?>

weighttp -n 100000 -c [0-1000 step:10 rounds:3] -t 6 -k "http://127.0.0.1:80/index.html"

=> HTTP/1.1 200 OK
   Server: nginx/1.4.7
   Date: Mon, 19 Sep 2016 14:55:31 GMT
   Content-Type: text/html
   Content-Length: 612
   Last-Modified: Mon, 19 Sep 2016 09:00:05 GMT
   Connection: close
   ETag: "57dfa915-264"
   Accept-Ranges: bytes

 Number        Requests per second            CPU               RAM
   of     ----------------------------  ----------------  --------------
Clients      min       ave       max      user    kernel  SRV MB  SYS MB    Time
--------  --------  --------  --------  -------  -------  ------  ------  --------
      1,    62470,    74442,    81760,     102,     221,  70.39,    0.1,  22:55:36
     10,    84756,    89437,    97015,      88,     203,  70.39,    0.1,  22:55:39
     20,   103254,   109219,   114044,     101,     221,  70.39,    0.2,  22:55:42
     30,   102092,   109805,   119078,     112,     247,  70.39,    0.3,  22:55:45
     40,   104709,   115607,   133975,     124,     243,  70.39,    0.4,  22:55:47
     50,   113498,   124129,   144185,     114,     195,  70.39,    0.4,  22:55:50
     60,   103883,   118088,   137037,     111,     207,  70.39,    0.5,  22:55:53
     70,    99314,   102176,   107612,     101,     178,  70.39,    0.6,  22:55:56
     80,    99770,   104204,   106744,     122,     250,  70.39,    0.7,  22:55:59
     90,   100685,   104176,   108588,     105,     227,  70.39,    0.7,  22:56:02
    100,    97439,   103302,   108244,      85,     168,  70.61,    0.8,  22:56:05
    110,    97634,   101711,   106218,     108,     238,  70.61,    0.9,  22:56:08
    120,    97671,   102886,   106934,     132,     267,  70.61,    1.0,  22:56:11
    130,    99801,   103169,   109162,     117,     269,  70.82,    1.0,  22:56:14
    140,    96813,   106292,   114087,     107,     224,  70.82,    1.1,  22:56:17
    150,   102476,   104815,   109245,     112,     261,  71.04,    1.2,  22:56:20
    160,   107465,   108126,   109287,     107,     226,  71.25,    1.3,  22:56:23
    170,   101704,   103588,   104906,      89,     212,  71.25,    1.3,  22:56:26
    180,   103539,   107025,   110149,      87,     217,  71.25,    1.4,  22:56:29
    190,    97357,   106026,   114639,     140,     303,  71.47,    1.5,  22:56:32
    200,    94480,    98542,   102760,      99,     217,  71.47,    1.6,  22:56:36
    210,    98561,   105333,   112139,     109,     220,  71.47,    1.6,  22:56:39
    220,    90328,   102961,   117775,      60,     133,  71.47,    1.7,  22:56:42
    230,    93171,   104345,   112728,      87,     176,  71.74,    1.8,  22:56:45
    240,   105865,   108439,   109734,     102,     204,  71.79,    1.9,  22:56:48
    250,   102611,   110992,   115745,     118,     265,  71.79,    1.9,  22:56:51
    260,   102853,   108295,   112567,     113,     225,  71.79,    2.0,  22:56:54
    270,   105000,   112890,   118402,     122,     261,  71.81,    2.1,  22:56:57
    280,    96265,   107363,   115698,     111,     219,  72.08,    2.2,  22:57:00
    290,   100344,   106354,   116764,      93,     200,  72.09,    2.2,  22:57:04
    300,    95003,    97482,    98993,      99,     190,  72.07,    2.3,  22:57:07
    310,   107765,   109187,   111646,     110,     255,  72.07,    2.4,  22:57:10
    320,    96765,   107246,   114455,     122,     229,  72.22,    2.5,  22:57:13
    330,    94074,   103285,   108022,      88,     179,  72.16,    2.5,  22:57:17
    340,    93137,   105213,   116438,      69,     135,  72.16,    2.6,  22:57:20
    350,    99768,   112199,   132773,      80,     179,  72.16,    2.7,  22:57:23
    360,    99623,   108879,   120116,     110,     230,  72.25,    2.7,  22:57:26
    370,   111937,   114569,   118557,     129,     243,  72.46,    2.8,  22:57:29
    380,   103964,   112513,   123651,     110,     244,  72.47,    2.9,  22:57:32
    390,   111881,   113996,   117980,     108,     223,  72.53,    2.9,  22:57:35
    400,    97966,   110074,   118369,     134,     264,  72.52,    2.9,  22:57:38
    410,    99672,   104554,   109172,      89,     192,  72.48,    2.8,  22:57:42
    420,   103420,   112125,   118164,      98,     203,  72.54,    2.8,  22:57:45
    430,   112029,   114745,   116132,     116,     243,  72.57,    2.7,  22:57:48
    440,   104356,   113984,   122482,      90,     160,  72.57,    2.7,  22:57:51
    450,   101738,   114910,   123801,     144,     259,  72.57,    2.7,  22:57:54
    460,   106392,   114510,   123480,      97,     165,  72.57,    2.7,  22:57:57
    470,    99186,   110642,   122550,     135,     262,  72.59,    2.7,  22:58:01
    480,   101689,   117731,   134638,      87,     163,  72.59,    2.7,  22:58:04
    490,    99281,   123510,   154657,      92,     216,  72.57,    2.7,  22:58:07
    500,   111740,   114373,   118892,     107,     207,  72.57,    2.6,  22:58:10
    510,    99857,   114564,   123497,     109,     223,  72.59,    2.6,  22:58:13
    520,    83788,   110223,   129418,     106,     244,  72.59,    2.6,  22:58:16
    530,    99528,   112836,   127583,      88,     166,  72.61,    2.6,  22:58:20
    540,    75699,   112642,   133996,      92,     168,  72.60,    2.6,  22:58:23
    550,    76245,   103706,   123292,     110,     203,  72.73,    2.5,  22:58:27
    560,    76112,   102369,   127903,      84,     175,  72.68,    2.5,  22:58:30
    570,    76687,    94781,   130848,      97,     210,  72.61,    2.5,  22:58:34
    580,    75890,    86472,   105671,     110,     229,  72.61,    2.5,  22:58:39
    590,    77173,    95759,   132028,     101,     204,  72.64,    2.5,  22:58:43
    600,    74456,    76901,    81292,     110,     220,  72.62,    2.4,  22:58:47
    610,    77393,    95046,   129877,     111,     231,  72.63,    2.4,  22:58:51
    620,    78212,    88371,   108525,     100,     146,  72.79,    2.4,  22:58:55
    630,    75764,    92123,   119402,      97,     208,  72.90,    2.4,  22:58:59
    640,    78017,    93161,   121652,     116,     199,  72.71,    2.3,  22:59:03
    650,    73721,    77293,    80734,     110,     229,  72.64,    2.3,  22:59:08
    660,    56207,    86578,   133531,     103,     212,  72.83,    2.3,  22:59:13
    670,    59937,    73007,    79765,      87,     154,  72.79,    2.3,  22:59:18
    680,    57609,    62657,    72091,      95,     214,  72.65,    2.3,  22:59:23
    690,    68922,    76095,    86846,      89,     202,  72.66,    2.3,  22:59:28
    700,    73872,    79204,    82860,     137,     273,  72.66,    2.2,  22:59:33
    710,    78876,    98263,   132222,     107,     209,  72.66,    2.2,  22:59:37
    720,    75899,    80319,    83068,      91,     206,  72.68,    2.2,  22:59:41
    730,    76692,    79299,    82879,     111,     225,  72.68,    2.1,  22:59:46
    740,    74058,    77004,    80598,     101,     214,  72.79,    2.2,  22:59:50
    750,    33085,    63416,    85068,     111,     250,  72.76,    2.1,  22:59:57
    760,    55168,    70229,    81731,     114,     221,  72.70,    2.1,  23:00:02
    770,    78927,    82450,    84809,     121,     275,  72.80,    2.1,  23:00:07
    780,    76215,    78581,    81699,      85,     177,  72.68,    2.1,  23:00:11
    790,    80709,    82745,    86743,     108,     213,  72.68,    2.0,  23:00:16
    800,    81714,    83371,    85354,     117,     231,  72.72,    2.0,  23:00:20
    810,    74297,    78769,    85208,      85,     177,  72.80,    2.0,  23:00:25
    820,    76971,    80805,    85486,     116,     250,  72.70,    1.9,  23:00:29
    830,    79861,    81193,    82432,     101,     222,  72.80,    2.0,  23:00:34
    840,    75128,    79814,    82800,      91,     178,  72.73,    2.0,  23:00:39
    850,    79085,    82410,    86821,     101,     228,  72.81,    1.9,  23:00:43
    860,    33067,    66354,    85369,     120,     242,  72.72,    1.9,  23:00:49
    870,    32952,    63418,    79670,     117,     252,  72.70,    1.9,  23:00:56
    880,    33066,    65366,    82012,     103,     244,  72.74,    1.9,  23:01:02
    890,    33086,    63926,    84430,     121,     273,  72.74,    1.8,  23:01:09
    900,    58978,    76464,    88587,     112,     226,  72.81,    1.8,  23:01:14
    910,    14240,    35736,    59880,     157,     283,  72.71,    1.8,  23:01:27
    920,    31018,    56848,    73169,      77,     154,  72.71,    1.8,  23:01:34
    930,    69329,    74379,    81741,     105,     205,  72.68,    1.8,  23:01:39
    940,    33005,    63692,    83483,      94,     172,  72.76,    1.7,  23:01:45
    950,    30963,    53344,    71873,     107,     206,  72.71,    1.7,  23:01:53
    960,    32922,    64272,    81383,      93,     211,  72.73,    1.7,  23:01:59
    970,    32938,    58830,    81928,     119,     254,  72.69,    1.7,  23:02:06
    980,    32883,    47058,    75249,     125,     223,  72.70,    1.7,  23:02:14
    990,    33058,    44591,    67653,     141,     282,  72.69,    1.6,  23:02:23
   1000,    32974,    46498,    73511,     123,     253,  72.73,    1.6,  23:02:32
-------------------------------------------------------------------------------
min:8263447   avg:9412696   max:10609856 Time:422 second(s) [00:07:02]
-------------------------------------------------------------------------------
CPU jiffies:   user:32895   kernel:67519   total:100414 
