===============================================================================
G-WAN ApacheBench / Weighttp / HTTPerf wrapper       http://gwan.ch/source/ab.c
-------------------------------------------------------------------------------
Now: Mon Sep 19 23:03:31 2016
CPU: 1 x 6-Core CPU(s) Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz
RAM: 2.21/31.32 (Free/Total, in GB)
OS : Linux x86_64 v#136-Ubuntu SMP Fri Jun 10 19:19:24 UTC 2016 3.13.0-89-generic
     Ubuntu 14.04.4 LTS \n \l
abc: max open sockets: 1000000


weighttp -n 100000 -c [0-1000 step:10 rounds:3] -t 6 -k "http://127.0.0.1:80/index.html"

=> HTTP/1.1 200 OK
   Server: nginx/1.4.7
   Date: Mon, 19 Sep 2016 15:03:31 GMT
   Content-Type: text/html
   Content-Length: 612
   Last-Modified: Mon, 19 Sep 2016 09:00:05 GMT
   Connection: close
   ETag: "57dfa915-264"
   Accept-Ranges: bytes

 Number        Requests per second
   of     ----------------------------
Clients      min       ave       max         Time
--------  --------  --------  --------  --------------
      1,    59338,    71252,    80027,   23:03:35
     10,    75657,    83362,    90434,   23:03:39
     20,   100731,   120279,   130243,   23:03:41
     30,    98031,   109759,   129617,   23:03:44
     40,   107031,   109621,   111911,   23:03:47
     50,   109837,   115309,   122542,   23:03:49
     60,   108374,   115017,   123449,   23:03:52
     70,   109855,   113215,   118884,   23:03:55
     80,   104348,   115208,   126199,   23:03:57
     90,   111243,   113723,   116370,   23:04:00
    100,    96823,   104802,   112340,   23:04:03
    110,   110711,   115534,   122244,   23:04:05
    120,    98343,   109423,   125792,   23:04:08
    130,   100958,   108990,   117401,   23:04:11
    140,    94140,   109895,   132722,   23:04:14
    150,   109978,   126490,   142113,   23:04:16
    160,    98116,   110402,   129887,   23:04:19
    170,    88879,    93820,    97211,   23:04:22
    180,    95936,   104402,   113443,   23:04:25
    190,   109766,   114685,   122731,   23:04:28
    200,   107172,   116778,   129401,   23:04:30
    210,    96313,   100869,   105300,   23:04:33
    220,    94440,    97180,   101158,   23:04:36
    230,   111073,   115091,   119845,   23:04:39
    240,   102638,   110755,   126759,   23:04:42
    250,    88374,   104271,   121254,   23:04:45
    260,   101975,   113476,   127145,   23:04:47
    270,   101453,   112747,   125469,   23:04:50
    280,   106515,   115180,   128695,   23:04:53
    290,   101496,   118665,   130824,   23:04:55
    300,   101078,   115973,   127179,   23:04:58
    310,   102399,   115461,   128626,   23:05:00
    320,    91602,    98879,   105704,   23:05:04
    330,   106020,   115458,   120504,   23:05:06
    340,   107030,   116096,   125878,   23:05:09
    350,   110498,   117805,   123060,   23:05:11
    360,   100781,   107693,   111506,   23:05:14
    370,    84879,   113337,   129060,   23:05:17
    380,    99519,   104416,   106980,   23:05:20
    390,   106203,   115373,   128702,   23:05:22
    400,    93670,    95352,    96248,   23:05:25
    410,    82814,    99788,   111109,   23:05:29
