===============================================================================
G-WAN ApacheBench / Weighttp / HTTPerf wrapper       http://gwan.ch/source/ab.c
-------------------------------------------------------------------------------
Now: Mon Sep 19 22:39:49 2016
CPU: 1 x 6-Core CPU(s) Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz
RAM: 7.55/31.32 (Free/Total, in GB)
OS : Linux x86_64 v#136-Ubuntu SMP Fri Jun 10 19:19:24 UTC 2016 3.13.0-89-generic
     Ubuntu 14.04.4 LTS \n \l
abc: max open sockets: 1000000


weighttp -n 100000 -c [0-1000 step:10 rounds:3] -t 6 -k "http://127.0.0.1:80/index.html"

=> HTTP/1.1 200 OK
   Server: nginx/1.4.7
   Date: Mon, 19 Sep 2016 14:39:49 GMT
   Content-Type: text/html
   Content-Length: 612
   Last-Modified: Mon, 19 Sep 2016 09:00:05 GMT
   Connection: close
   ETag: "57dfa915-264"
   Accept-Ranges: bytes

 Number        Requests per second
   of     ----------------------------
Clients      min       ave       max         Time
--------  --------  --------  --------  --------------
      1,    73182,    77440,    82414,   22:39:53
     10,    92145,    93450,    94416,   22:39:56
     20,   110301,   125655,   141880,   22:39:58
     30,   124131,   138152,   157031,   22:40:00
     40,   125465,   134290,   141025,   22:40:03
     50,   126598,   138505,   146163,   22:40:05
     60,   126597,   132695,   139253,   22:40:07
     70,   122298,   127222,   131990,   22:40:10
     80,   116520,   127265,   144759,   22:40:12
     90,   119328,   128608,   145076,   22:40:14
    100,   122252,   128164,   131981,   22:40:17
    110,   114466,   118777,   125221,   22:40:19
    120,   133594,   134539,   135085,   22:40:21
    130,   127250,   138750,   155311,   22:40:24
    140,   128992,   136085,   143671,   22:40:26
    150,   115120,   125053,   139684,   22:40:28
    160,   118483,   124510,   134535,   22:40:31
    170,   119172,   123543,   126972,   22:40:33
    180,   116652,   126203,   140099,   22:40:35
    190,   117589,   122248,   127869,   22:40:38
    200,   112048,   119180,   124722,   22:40:40
    210,   115158,   118653,   123303,   22:40:43
    220,   115499,   119677,   123009,   22:40:45
    230,   109985,   123820,   136823,   22:40:48
    240,   111497,   117992,   126174,   22:40:50
    250,   118139,   120355,   124612,   22:40:53
    260,   119293,   127160,   132716,   22:40:55
    270,   122213,   131210,   142720,   22:40:58
    280,   118588,   122533,   128658,   22:41:00
    290,   113491,   128492,   136979,   22:41:02
    300,   120349,   126283,   133464,   22:41:05
    310,   122736,   125363,   129183,   22:41:07
    320,   117294,   125477,   131709,   22:41:10
    330,   117774,   121709,   125624,   22:41:12
    340,   115844,   134391,   148076,   22:41:14
    350,   112478,   122007,   129499,   22:41:17
    360,   117635,   126092,   133153,   22:41:19
    370,   100602,   119706,   132150,   22:41:22
    380,   114437,   128561,   147510,   22:41:24
    390,   118528,   123358,   127914,   22:41:27
    400,   115698,   131662,   144544,   22:41:29
    410,   112874,   123863,   143597,   22:41:31
    420,   113363,   124278,   133186,   22:41:34
    430,   113215,   124266,   140448,   22:41:36
    440,   116090,   129397,   145399,   22:41:39
    450,   119608,   126655,   136941,   22:41:41
    460,   109958,   124576,   143440,   22:41:43
    470,   122355,   126324,   129131,   22:41:46
    480,   110376,   126665,   135110,   22:41:48
    490,   109238,   119785,   129036,   22:41:51
    500,    97460,   112879,   129301,   22:41:53
    510,   115578,   127636,   144012,   22:41:56
    520,   124303,   127871,   131131,   22:41:58
    530,   121379,   123304,   124679,   22:42:01
    540,   115007,   119449,   126007,   22:42:03
    550,   126532,   130088,   136302,   22:42:05
    560,    72591,   114501,   145300,   22:42:08
    570,    71712,   108768,   135238,   22:42:11
    580,    69845,   123326,   162142,   22:42:14
    590,    86194,   110719,   125981,   22:42:17
    600,    67993,   126969,   162764,   22:42:20
    610,    70707,   102579,   157739,   22:42:23
