===============================================================================
G-WAN ApacheBench / Weighttp / HTTPerf wrapper       http://gwan.ch/source/ab.c
-------------------------------------------------------------------------------
Now: Tue Sep 20 01:03:35 2016
CPU: 1 x 6-Core CPU(s) Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz
RAM: 1.77/31.32 (Free/Total, in GB)
OS : Linux x86_64 v#136-Ubuntu SMP Fri Jun 10 19:19:24 UTC 2016 3.13.0-89-generic
     Ubuntu 14.04.4 LTS \n \l
abc: max open sockets: 1000000


weighttp -n 100000 -c [0-1000 step:10 rounds:3] -t 6 -k "http://127.0.0.1:80/index.html"

=> HTTP/1.1 200 OK
   Server: nginx/1.4.7
   Date: Mon, 19 Sep 2016 17:03:35 GMT
   Content-Type: text/html
   Content-Length: 612
   Last-Modified: Mon, 19 Sep 2016 09:00:05 GMT
   Connection: close
   ETag: "57dfa915-264"
   Accept-Ranges: bytes

 Number        Requests per second
   of     ----------------------------
Clients      min       ave       max         Time
--------  --------  --------  --------  --------------
      1,    68061,    78977,    86676,   01:03:39
     10,    70875,    82007,    87991,   01:03:42
     20,   102911,   117057,   138745,   01:03:45
     30,   104238,   108854,   111567,   01:03:48
     40,   105763,   112204,   117920,   01:03:51
     50,   108784,   114370,   118260,   01:03:53
     60,   118598,   122518,   126237,   01:03:56
     70,    94480,    96871,    98760,   01:03:59
     80,    88082,    98472,   103908,   01:04:02
     90,   104216,   117448,   132955,   01:04:04
    100,   107472,   111722,   114120,   01:04:07
    110,   100813,   109762,   115055,   01:04:10
    120,   103649,   119781,   135734,   01:04:12
    130,   104205,   109383,   119634,   01:04:15
    140,   105136,   113784,   126260,   01:04:18
    150,    95928,   111396,   138966,   01:04:21
    160,   102943,   106795,   114266,   01:04:23
    170,    91646,   101843,   117729,   01:04:26
    180,   107403,   109596,   111346,   01:04:29
    190,    90104,   110653,   129941,   01:04:32
    200,    91204,    97524,   102619,   01:04:35
    210,    91132,    95835,    98902,   01:04:38
    220,    89265,    95533,   103960,   01:04:41
    230,   108998,   115639,   128841,   01:04:44
    240,   110293,   115515,   125225,   01:04:46
    250,   101920,   110322,   118604,   01:04:49
    260,   111301,   114486,   118978,   01:04:52
    270,    89469,   104565,   120928,   01:04:55
    280,    90530,   101466,   113349,   01:04:58
    290,    89411,    94239,    99147,   01:05:01
    300,    94892,   104361,   115204,   01:05:04
    310,    97846,   114009,   134010,   01:05:07
    320,    89984,    93626,    96226,   01:05:10
    330,   100366,   114685,   138927,   01:05:12
    340,    98375,   105663,   114239,   01:05:15
    350,   111519,   118026,   127098,   01:05:18
    360,   105227,   116232,   133676,   01:05:20
    370,    98439,   116636,   128603,   01:05:23
    380,    91750,    99618,   104761,   01:05:26
    390,    88339,   107964,   139044,   01:05:29
    400,    91130,   104985,   122142,   01:05:32
    410,   105314,   112941,   118517,   01:05:35
    420,    92449,   104303,   117608,   01:05:37
    430,   104492,   118950,   133964,   01:05:40
    440,   113168,   114061,   115237,   01:05:43
    450,    90780,   103677,   117788,   01:05:46
    460,   101608,   118346,   140516,   01:05:48
    470,   100659,   111426,   132687,   01:05:51
    480,   105818,   111134,   116694,   01:05:54
    490,   100240,   110549,   122183,   01:05:56
    500,    95398,   102172,   107315,   01:05:59
    510,    99806,   109288,   118026,   01:06:02
    520,    92705,   100648,   109487,   01:06:05
    530,   108944,   114432,   117888,   01:06:08
    540,    70759,    90703,   128543,   01:06:11
    550,    75073,   113094,   155221,   01:06:14
    560,    70275,    99309,   123250,   01:06:17
    570,    66714,    92310,   138093,   01:06:21
    580,    66689,    96972,   155161,   01:06:25
    590,    74790,    96353,   115391,   01:06:28
    600,    72479,   115079,   140381,   01:06:31
    610,    66876,    79028,    97319,   01:06:35
    620,    70636,   102380,   144169,   01:06:38
    630,    67178,    93120,   142231,   01:06:41
    640,    73537,    84708,    92750,   01:06:45
    650,    74795,    96407,   137938,   01:06:48
    660,    61731,    84466,    98888,   01:06:52
    670,    75553,   102886,   146014,   01:06:55
    680,    68505,    72135,    77762,   01:06:59
    690,    63895,    73905,    82505,   01:07:04
    700,    72369,    82499,    99594,   01:07:07
    710,    67024,    72547,    76219,   01:07:11
