===============================================================================
G-WAN ApacheBench / Weighttp / HTTPerf wrapper       http://gwan.ch/source/ab.c
-------------------------------------------------------------------------------
Now: Tue Sep 20 00:13:42 2016
CPU: 1 x 6-Core CPU(s) Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz
RAM: 0.68/31.32 (Free/Total, in GB)
OS : Linux x86_64 v#136-Ubuntu SMP Fri Jun 10 19:19:24 UTC 2016 3.13.0-89-generic
     Ubuntu 14.04.4 LTS \n \l
abc: max open sockets: 1000000


weighttp -n 100000 -c [0-1000 step:10 rounds:3] -t 6 -k "http://127.0.0.1:80/index.html"

=> HTTP/1.1 200 OK
   Server: nginx/1.4.7
   Date: Mon, 19 Sep 2016 16:13:42 GMT
   Content-Type: text/html
   Content-Length: 612
   Last-Modified: Mon, 19 Sep 2016 09:00:05 GMT
   Connection: close
   ETag: "57dfa915-264"
   Accept-Ranges: bytes

 Number        Requests per second
   of     ----------------------------
Clients      min       ave       max         Time
--------  --------  --------  --------  --------------
      1,    43936,    44321,    44582,   00:13:49
     10,    44573,    44742,    44929,   00:13:56
     20,    43053,    44186,    45231,   00:14:03
     30,    42801,    44184,    45069,   00:14:10
     40,    44527,    45311,    46047,   00:14:16
     50,    40508,    42079,    43759,   00:14:23
     60,    45386,    45459,    45570,   00:14:30
     70,    45356,    45503,    45678,   00:14:37
     80,    41707,    44064,    45436,   00:14:43
     90,    42161,    44393,    45662,   00:14:50
    100,    44873,    45315,    45569,   00:14:57
    110,    45474,    45549,    45634,   00:15:03
    120,    45517,    45695,    45815,   00:15:10
    130,    45238,    45354,    45440,   00:15:17
    140,    44884,    45397,    45758,   00:15:23
    150,    42736,    44595,    45695,   00:15:30
    160,    46327,    46496,    46677,   00:15:36
    170,    45387,    45783,    46493,   00:15:43
    180,    45814,    46170,    46625,   00:15:49
    190,    45622,    46004,    46593,   00:15:56
    200,    42841,    45148,    46304,   00:16:03
    210,    45629,    46249,    46595,   00:16:09
    220,    45948,    46119,    46285,   00:16:16
    230,    45728,    46030,    46288,   00:16:22
    240,    43850,    45654,    46699,   00:16:29
    250,    45829,    46106,    46314,   00:16:35
    260,    41963,    44191,    45995,   00:16:42
    270,    43786,    45073,    45734,   00:16:49
    280,    45773,    46311,    46717,   00:16:55
    290,    43747,    44470,    45230,   00:17:02
    300,    43248,    44736,    46383,   00:17:09
    310,    43957,    44912,    46009,   00:17:15
    320,    45254,    45494,    45864,   00:17:22
    330,    45396,    46193,    47404,   00:17:28
    340,    43853,    45616,    47280,   00:17:35
    350,    44918,    45619,    46164,   00:17:42
    360,    45046,    45693,    46125,   00:17:48
    370,    45634,    45939,    46212,   00:17:55
    380,    45131,    45957,    46752,   00:18:01
    390,    44048,    45708,    46629,   00:18:08
    400,    46195,    46274,    46429,   00:18:14
    410,    45708,    46209,    46645,   00:18:21
    420,    45383,    45861,    46266,   00:18:27
    430,    45177,    45929,    46616,   00:18:34
    440,    45342,    45821,    46407,   00:18:41
    450,    43590,    45370,    46340,   00:18:47
    460,    44584,    45120,    45889,   00:18:54
    470,    44296,    44901,    45306,   00:19:00
    480,    44743,    45539,    45960,   00:19:07
    490,    43712,    45347,    46400,   00:19:14
    500,    44184,    44649,    45162,   00:19:20
    510,    44452,    45025,    45498,   00:19:27
    520,    43196,    45341,    46595,   00:19:34
    530,    30141,    38462,    44219,   00:19:42
    540,    28534,    34323,    45838,   00:19:51
    550,    29302,    32576,    39123,   00:20:00
    560,    30049,    35460,    45243,   00:20:09
    570,    29436,    29927,    30796,   00:20:19
    580,    28640,    30048,    30950,   00:20:29
    590,    28600,    29755,    30972,   00:20:39
    600,    29235,    29421,    29584,   00:20:49
    610,    27865,    28504,    29176,   00:21:00
    620,    28470,    28776,    29342,   00:21:10
    630,    26624,    28081,    29559,   00:21:21
    640,    28879,    29199,    29724,   00:21:31
    650,    27143,    28971,    30189,   00:21:42
    660,    29001,    29374,    30021,   00:21:52
    670,    29235,    29507,    29763,   00:22:02
    680,    28313,    28941,    29308,   00:22:13
    690,    28802,    28940,    29039,   00:22:23
    700,    28152,    28265,    28365,   00:22:34
    710,    26853,    28145,    29237,   00:22:44
    720,    28541,    28645,    28758,   00:22:55
    730,    29033,    29194,    29478,   00:23:05
    740,    27575,    28570,    29236,   00:23:16
    750,    27449,    28396,    29102,   00:23:26
    760,    27680,    27979,    28444,   00:23:37
    770,    26940,    28157,    28832,   00:23:48
    780,    27630,    28118,    28697,   00:23:58
    790,    27400,    27716,    27889,   00:24:09
    800,    23894,    27193,    29544,   00:24:20
    810,    26754,    28311,    29798,   00:24:31
    820,    14228,    23451,    28346,   00:24:45
    830,    26995,    27577,    28121,   00:24:56
    840,    26505,    27247,    27619,   00:25:07
    850,    27554,    27949,    28624,   00:25:18
    860,    27100,    27467,    28127,   00:25:29
    870,    24737,    26850,    28666,   00:25:40
    880,    26236,    27209,    27796,   00:25:51
    890,    27573,    27990,    28398,   00:26:02
    900,    26545,    27242,    27917,   00:26:13
    910,    25758,    27158,    27998,   00:26:24
    920,    26756,    27164,    27789,   00:26:35
    930,    27046,    27324,    27555,   00:26:46
    940,    27030,    27415,    27756,   00:26:57
    950,    26240,    28179,    29485,   00:27:07
    960,    14223,    22771,    27115,   00:27:22
    970,    27603,    28383,    28972,   00:27:33
    980,    27144,    27585,    27936,   00:27:43
    990,    14209,    22748,    27031,   00:27:58
   1000,    14208,    19042,    28695,   00:28:15
-------------------------------------------------------------------------------
min:3631881   avg:3762909   max:3882930 Time:873 second(s) [00:14:33]
-------------------------------------------------------------------------------
 
